tweet,existence,existence.confidence
Federal Climate Change Agency Being Formed: A new federal agency charged with reporting on climate change is being... http://bit.ly/axZiKN,2,0.6336
I really think that conservatives DO get the global climate change thing. It's just that they'll never admit that they're wrong. Assholes.,1,1
FOXNews: Administration Proposes New Agency to Study Climate Change: A new Climate Service agency will operate wit... http://bit.ly/9s7qTH,2,0.6766
Administration Proposes New Agency to Study Climate Change http://fxn.ws/aSWxtn,2,1
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,1,1
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,1,0.6472
Obama admin starting agency to report on #climate change http://bit.ly/99EZ1A Facts to consider http://bit.ly/7c64Dh #energy #CO2,2,0.6878
SEC Guidance on #climate change posted to CCCL Regulation Tracker http://bit.ly/aZKkdL,1,0.643
RT @guardianeco: From @grist: Tea Party supporters far less informed about climate change than general public http://bit.ly/cMovqD,1,1
Kim Cranston: Climate Change Plus West Coast = Climatopia? http://bit.ly/9Y4jaI,1,0.6591
hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,1,0.6655
"There might be something to this ""global warming"" jazz people are talking about @allesegretti",1,0.6504
peter m robinson YouTube - Thomas Sowell: Global Warming Manufactured by Intellectuals? ;),0,0.6818
Economists & Climate Change: Consensus and Open Questions - http://bit.ly/9b9u4v,2,0.7076
Obama administration forming new agency on climate change http://tinyurl.com/yehhs9j,2,1
Disclosing the real risks of climate change http://ff.im/-fBj8k,1,1
"RT @BreakingNews: Obama administration forms Climate Service, a new  agency to study and report on global warming -AP",1,0.6563
"RT @BreakingNews: Obama administration forms Climate Service, a new agency to study and report on global warming || Waste more $$$ Obama.",0,0.6838
Plz #Digg & RT: King Coal & Big Ag Try to Outlaw Global Warming Through Reps http://bit.ly/cp0BGj ( #p2 #dnj #du1),2,0.6393
Gawker: Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books]: Number of comments: 2Rajendra P... http://bit.ly/aRpoj9,2,0.6594
Any chance of some global warming?,0,0.3529
I favorited a YouTube video -- Funny Politics - Global Disastrification (Global Warming Spoof) http://youtu.be/tUZRjHK8rQs?a,0,0.6774
I love how the scientific community claims to know all by knowing nothing. Global warming and this autism vaccine garbage is more of this,0,0.6786
What would all the beneficiaries of the global warming hype do if they find out that humans have little to do with the Earth's temp? #tcot,0,1
Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books] http://bit.ly/9AODlg,0,0.6832
RT @UN: UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news,1,1
UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news,2,0.7251
"OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku",1,0.6781
"Protein might help fight global warming|DENTON, Texas, Feb. 8 (UPI) -- University of North Texas scientists say .. http://oohja.com/x6CYD",1,1
Yachtsmen's marine paradise hit by global warming|The yachtsman's wildlife ocean paradise of the Galapagos .. http://oohja.com/x6CPN,1,0.6549
Arctic climate changing fast: Climate change is transforming the Arctic environment faster than expected and accel... http://bit.ly/ckRjPW,1,1
"George Perkins: Clean Energy Jobs Act vital to reduce global warming, create jobs, cut pollution|Dear Editor: I .. http://oohja.com/x6CG5",1,1
"UN Climate Change Plan to Shift Industy, wealth globally? ;) fox news",2,0.6361
http://bit.ly/10NrOO Climate Change Media Partnership 2009 ' Green energy strategy to ... http://bit.ly/9Yl9Az,1,0.6653
Economic and Social Consequences of Global Warming  health hazards ;O,1,1
"After blizzard, Mid-Atlantic states targeted for several more inches of global warming. http://usat.me?37459708 #tcot #teaparty #gop",1,0.5062
Via Kevin Drum: Climate Change and its Discontents: I haven't been following in detail the various recent d... http://bit.ly/90qfGw ( #p2 ),2,1
"Climate Change is Forcing Arctic Changes Faster than Expected: To be more specific, it causing changes in the Arct... http://bit.ly/99EpGQ",1,1
Bad Science Bad Politics http://bit.ly/ackZ8J The Death o Global Warming,0,1
RT @uncajoe: uncajoe: PLZ RT @stone_circle What the Media Has Done To The Global Warming Debate: ... http://bit.ly/bmlApf ( #p2 #du1 #pgn ),2,1
Looks like Audi is co-signing this Global Warming conspiracy... http://myloc.me/3BsUP,0,1
"Audi's ""green police"" spot just scared the more paranoid, global-warming-isn't-real people of America.",1,0.6738
Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/bLcqDu,1,1
Brits start to doubt global warming: http://bit.ly/cEMysp via @addthis,0,0.6748
David Gershon: Empowering a Climate Change Movement -- Part 3: Instead of Cursing the Dark Light a Candle http://bit.ly/duIycM,1,1
RT @yidwithlid: The IPCC's Latest Climate Change Blunder...To Boldly Go Where No Stupidity Has Gone Before. http://tinyurl.com/yhsp6tv #climategate  #nobama,0,1
RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.,0,0.6808
"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",0,1
Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/c9fUuL,1,0.7032
Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/chotVm,1,1
Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs: When Congress cre... http://bit.ly/cmw6eM,1,0.6608
Australian drought linked to climate change; more snow in E Antarctica = less rain in Oz http://bit.ly/coZ3qJ #350ppm #climate,1,1
Public loses faith in climate change science after leaked emails scandal - The Guardian http://bit.ly/cG3Tmp,2,0.6582
Monroerising.com: Washington DC has record winter: RFK 15 Months ago predicted because of Global Warming there wil... http://bit.ly/9KgtMi,1,0.4925
Public loses faith in climate change science after leaked emails scandal - The Guardian: Times OnlinePublic loses ... http://bit.ly/bpz0Rj,0,0.6623
MORE SNOW- WEDNESDAY- get your global warming- get it now!,1,0.6413
It May Not Be Global Warming but ... @ http://aclnk.com/ar2633313,1,0.6935
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu via @addthis",0,0.691
"Hoax Fraudster RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu",2,0.623
Olympics organisers desperate for climate change http://bit.ly/a295w8,1,0.3448
Olympics organisers desperate for climate change http://bit.ly/a295w8,2,0.6103
Olympics organisers desperate for climate change http://url4.eu/1KvGP,2,1
Olympics organisers desperate for climate change http://url4.eu/1KvGL,1,0.6333
Olympics organisers desperate for climate change http://bit.ly/bfn2bA,1,0.6624
Olympics organisers desperate for climate change http://bit.ly/bfn2bA,1,0.6942
RT @RayBeckerman: California's global-warming law Under Attack http://54i05.tk  [Age of Very Stupid],2,0.7095
California's global-warming law Under Attack http://54i05.tk,1,1
The great global warming collapse ' The Globe and Mail http://ff.im/-fyi0U,1,0.6519
It Seems The Global Warming Hoax Is Starting To Sink In.  What Will Th,0,1
"global warming prolly real in New York, but big scam in DC",0,0.6482
"Bahuguna says country will face problems due to global warming|Pune, Feb 7 : Eminent social worker Sundarlal .. http://oohja.com/x6zS5",1,1
"I'm sick of hearing global warming crap, it's a natural thing! if we didn't exist it'd happen anyway!",0,1
"The global warming movement as we have known it is dead,' : http://theridgewoodblog.blogspot.com/",0,1
Review panel clears researchers in 'Climategate' controversy|(MCT) - Climate-change researchers accused of .. http://oohja.com/xaWMF,2,0.7149
"In the UK, only 1 in 4 believe climate change is happening and is caused mostly by human activity: http://bit.ly/aCXjzQ",2,0.6634
Global warming phenomenon -Climate plays a far more important role in economic development:Vohra http://bit.ly/a3ZFHs,1,1
"In Part Of Our Contribution To Reduce Global Warming, Shall We Ban The http://bit.ly/c9P8qU",1,1
"RT @earthinstitute: State of the Planet 2010 Conference: Connecting Voices Globally to Meet the Challenges of Climate Change, Poverty... http://bit.ly/cYM4gC",1,0.7798
"THIS JUST OUT, OBAMA BLAMES G. BUSH FOR BLIZZARD IN WASHINGTON, SAYS THE SNOW WAS PART OF HIS FAILED POLICIES ON GLOBAL WARMING",2,0.6641
RT @alancolmes: Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/aLu2oC,0,0.6293
California's global-warming law Under Attack http://54i05.tk EnvNewsNet,2,1
California's global-warming law Under Attack: Republican politicians and conservative activists are launching a ba... http://bit.ly/bmiGzP,1,0.5382
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://bit.ly/bQUx9D #breaking",2,1
How's that Global Warming treating you? Anyone seen Al Gore? photo shows  record-breaking snow in Maryland  http://bit.ly/9HvBld,0,0.8023
"Global warming is man-made, top UN official reaffirms: UNITED NATIONS, Jan 7 (APP): The great weight of science st... http://bit.ly/aENnqw",1,1
Delusional Leftist Olympic Organisers desperate for climate change: http://bit.ly/b5oFoH #It's no surprise NBC outbid everyone for Olympics,0,0.641
RT @AmericaBlog: British Conservatives move away from climate change as election nears http://bit.ly/9UqN5F #p2,0,0.6736
Horner challenges climate change data|Much of current global warming theory is based on distortions of scientific .. http://oohja.com/x6yJi,0,1
Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz,1,1
"Despite the sceptics, climate change must remain a priority: http://bit.ly/bGwsVu (via @EcoSteward)",1,1
UN climate scientist defends report: 6 (UPI) ' A United Nations scientist struck back at climate change critics Sa... http://bit.ly/9iELfk,1,0.6642
"Climate Change and Activists Won't Delay, But United Nations Will http://trim.li/nk/1JjY via @WiretapMagazine",2,1
RT @JosephAGallant: Global Warming Activist Freezes to Death in Antarctica http://tinyurl.com/gf3ud #tcot,2,0.6786
Global warming is suspended due to the cold weather...,0,0.8369
Olympic Organizers desperate for climate change... http://bit.ly/acZSeo #breaking,1,0.6533
"Varanasi holds fire ritual to prevent global warming|By Girish Dubey, Varanasi, Feb.6 : A large number of .. http://oohja.com/x6xrM",1,1
"Is global warming a plot? Mm, nah|I just love conspiracy theories. And so, apparently, does Rep. Mike Noel. The .. http://oohja.com/x6xeX",0,0.6499
"FOR ALL YOU LOSERS THAT INVESTED IN AL GORE'S GLOBAL WARMING SCAM, I THINK ITS TIME TO KICK HIS ASS AND GET YOUR MONEY BACK.",0,1
From The New Album Mama Roots Global Warming http://www.youtube.com/watch?v=LA9YIpKauoI,2,1
Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ,1,1
"House of Peers -- By: Mark Steyn: As Jonah and I have written here previously, ""climate change"" is not only a scie... http://bit.ly/b0pzHR",1,0.5716
Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber http://bit.ly/aosRBN (Youth Climate Mvmt),2,0.4903
RT @Ki6AMD RT @adamcurry: LOL - If Global Warming is Real Then Why is it Cold? http://ifglobalwarmingisrealthenwhyisitcold.blogspot.com/,0,1
Top UN environment official defends conclusions of landmark climate change report: UN News Centre 6 February 201... http://bit.ly/9gTNcG,1,1
Atmospheric carbon dioxide that is causing climate change is also negatively affecting the marine environment http://bit.ly/drW0Nu ^AB,1,1
"For those who believe global warming is in progress, please bring your warming to my front yard. I can't see out over the snow drifts. #tcot",0,1
Some Global Warming huh? You were all lied to by Al Gore... he duped you.,0,1
I 2nd that RT @NYCAviation @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,0,1
RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/chdtXe ( #p2 #dnj #du1),2,0.6678
Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/bR8MT6 #p2,0,1
BREAKING NEWS: Global warming just made Hell a little hotter,0,0.63
Is climate change hiding the decline of maple syrup?: The burning of fossil fuels such as coal and oil releases ca... http://bit.ly/d5si4F,1,0.7973
The great global warming collapse - http://is.gd/7PoXr - #TCOT #AGW,0,0.7133
"The great ""global warming"" collapse: http://bit.ly/drrEIN",2,0.7186
PAPER: The great global warming collapse... http://bit.ly/dx5ri6 #breaking,0,1
RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,1,0.6986
RT @ThinkProgress: Utah state representative claims climate change is a 'conspiracy' aimed at populat... http://bit.ly/chOhWn #p2 #du1 #dnj,0,0.5324
pls RT: Tell Toyota COO to put the brakes on climate change and US CoC - Digg up this Q! http://ow.ly/14Bbn #climate #green,1,0.6695
Lawmaker says she was removed from panel over global warming bill concerns|A Democratic member of the Assembly .. http://oohja.com/xaVRJ,2,1
Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ IndigPplsRsrcs,1,1
"RT @astrosteve ""Well, Lisa, looks like I'll be shoveling four feet of global warming tomorrow!"" - Homer Simpson",0,1
"RT @astrosteve gaaaah.. on the radio: ""Well, this blizzard proves global warming is a fraud."" NO IT FUCKING DOESN'T.",1,0.681
